"gwno","event_id_cnty","event_id_no_cnty","date","year","time_precision","event_tax","actor_tax","ally_actor_1","inter1","actor2","ally_actor_2","inter2","interaction","country","admin1","admin2","admin3","location","latitude","longitude","prec_tax","source","notes","fatalities","month","day","spec_id"
475,"3131NIG",49019,2011-08-29,2011,1,"Remote violence","Christian Militia (Nigeria)","",4,"Civilians (Nigeria)","Muslim Group (Nigeria)",7,47,"Nigeria","Plateau","Jos North","","Jos",9.91667,8.9,1,"HRW","A group of Christians attack two Muslims from the Izala sect who were praying in a predominately Christian neighbourhood near the site of the Christmas Eve 2010 bombings. At least 10 Muslims in the surrounding area died in the melee. ",10,8,29,"A-261"
475,"3132NIG",49020,2011-08-30,2011,1,"Non-violent activity by a conflict actor","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Federal Capital Territory","Abuja Municipality","","Abuja",9.05735,7.48976,1,"Agence France Presse","Nigerian police report to have made arrests linked to the UN building bombing. ",0,8,30,"A-262"
475,"3133NIG",49021,2011-09-01,2011,1,"Battle-No change of territory","Christian Youth Sect (Nigeria)","",4,"Police Forces of Nigeria (2007-2010)","",1,14,"Nigeria","Plateau","Jos North","","Jos",9.91667,8.9,1,"Agence France Presse","Christian and Muslim groups clash in the central city, at least 42 dead, 82 wounded. Soldiers move in and attempt to restore peace. The city lies at a crossroads of Nigeria, as mainly Muslims inhabit the north and Christians the south. ",0,9,1,"A-263"
475,"3135NIG",49023,2011-09-01,2011,1,"Battle-No change of territory","Muslim Youth Sect (Nigeria)","",4,"Christian Militia (Nigeria)","",4,44,"Nigeria","Plateau","Jos North","","Jos",9.91667,8.9,1,"Agence France Presse","Christian and Muslim groups clash in the central city, at least 42 dead, 82 wounded. Soldiers move in and attempt to restore peace. The city lies at a crossroads of Nigeria, as mainly Muslims inhabit the north and Christians the south. ",42,9,1,"A-264"
475,"3134NIG",49022,2011-09-01,2011,1,"Battle-No change of territory","Muslim Youth Sect (Nigeria)","",4,"Police Forces of Nigeria (2007-2010)","",1,14,"Nigeria","Plateau","Jos North","","Jos",9.91667,8.9,1,"Agence France Presse","Christian and Muslim groups clash in the central city, at least 42 dead, 82 wounded. Soldiers move in and attempt to restore peace. The city lies at a crossroads of Nigeria, as mainly Muslims inhabit the north and Christians the south. ",0,9,1,"A-265"
475,"3137NIG",49025,2011-09-04,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","Christian Group (Nigeria)",7,37,"Nigeria","Niger","Shiroro","","Tatu",10.49788,6.86737,1,"Agence France Presse","Unknown gunmen stormed a mainly Christian-dominated central Nigerian community overnight and hacked eight members of a family to death Unknown gunmen stormed a mainly Christian-dominated central Nigerian community overnight and hacked eight members of a family to death.",8,9,4,"A-266"
475,"3136NIG",49024,2011-09-04,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","Muslim Group (Nigeria)",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Unidentified gunmen break into the home of a Muslim cleric and kill him. ",1,9,4,"A-267"
475,"3138NIG",49026,2011-09-06,2011,1,"Remote violence","Boko Haram","Unidentified Armed Group (Nigeria)",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","A bomb explodes in Maiduguri following a week of relative peace. No word of causalities.",0,9,6,"A-268"
475,"3139NIG",49027,2011-09-06,2011,1,"Remote violence","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Niger","Suleja","","Suleja",9.17583,7.18083,1,"APANEWS","Six Boko Haram members are arrested in connection with recent bombings after they discover a bomb making factory. ",6,9,6,"A-269"
475,"3140NIG",49028,2011-09-07,2011,1,"Remote violence","Boko Haram","Unidentified Armed Group (Nigeria)",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"All Africa","Twin explosions detonate causing panic, but on reported harm. Authorities believe Boko Haram is responsible. ",0,9,7,"A-270"
475,"3141NIG",49029,2011-09-07,2011,1,"Remote violence","Unidentified Armed Group (Nigeria)","",3,"UN: United Nations","",8,38,"Nigeria","Federal Capital Territory","Abuja Municipality","","Abuja",9.05735,7.48976,1,"BBC Monitoring Africa","The UN evacuates its members from a hotel after an anonymous caller phoned in a bomb threat. ",0,9,7,"A-271"
475,"3142NIG",49030,2011-09-09,2011,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)","",4,"Civilians (Nigeria)","Berom Ethnic Group (Nigeria)",7,47,"Nigeria","Plateau","Jos South","","Bukuru",9.8,8.86667,2,"HRW","Fifteen Berom Christians are attacked and killed by Fulani gunmen in Gwanfil villiage, Jos South. ",15,9,9,"A-272"
475,"3143NIG",49031,2011-09-10,2011,1,"Violence against civilians","Police Forces of Nigeria (2010-)","",1,"Civilians (Nigeria)","",7,17,"Nigeria","Delta","Ndokwa West","","Kwale",5.70632,6.43741,1,"Agence France Presse","Four Nigerian police officers, suspected to have been drunk have been accused of shooting dead three people at a funeral.",3,9,10,"A-273"
475,"3144NIG",49032,2011-09-11,2011,1,"Remote violence","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Plateau","Jos North","","Jos",9.91667,8.9,1,"Africa Research Bulletin","Two explosions detonate in the overnight hours, but cause no damage. ",0,9,11,"A-274"
475,"3146NIG",49034,2011-09-12,2011,1,"Violence against civilians","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Suspected members of Boko Haram kill four patrons of a bar and wound another. ",4,9,12,"A-275"
475,"3145NIG",49033,2011-09-12,2011,1,"Remote violence","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Bauchi","Misau","","Misau",11.3163,10.4703,1,"Agence France Presse","Suspected members of Boko Haram bomb a police station, kill four police officers and free the inmates. ",4,9,12,"A-276"
475,"3148NIG",49036,2011-09-14,2011,1,"Battle-No change of territory","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Suspected members of Boko Haram ambush a military patrol and wound four soldiers. ",0,9,14,"A-277"
475,"3147NIG",49035,2011-09-14,2011,1,"Remote violence","Unidentified Armed Group (Nigeria)","",3,"Police Forces of Nigeria (2007-2010)","Civilians (Nigeria)",1,13,"Nigeria","Bauchi","Misau","","Misau",11.3163,10.4703,1,"Western Morning News","Gunmen attack a police station with bombs and assault rifles and rob a back, killing a total of five police and civilians. ",5,9,14,"A-278"
475,"3149NIG",49037,2011-09-17,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Unidentified gunmen shot and killed a relative of the slain former leader of Boko Haram. It is unclear if this event is coincidental or an assassination. ",1,9,17,"A-279"
475,"3151NIG",49039,2011-09-18,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","Christian Group (Nigeria)",7,37,"Nigeria","Kaduna","Birnin-G","","Bitari",10.50809,6.1705,1,"Agence France Presse","Unknown gunmen raided a small Christian farming village and killed four and wounded several others. The village is in the north, which is mainly populated with Muslims. ",4,9,18,"A-280"
475,"3150NIG",49038,2011-09-18,2011,1,"Battle-No change of territory","Unidentified Armed Group (Nigeria)","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Federal Capital Territory","Abuja Municipality","","Abuja",9.05735,7.48976,1,"BBC Monitoring Africa","Police forces arrest three heavily armed suspects. It is unclear if they have ties to any militant organizations. ",0,9,18,"A-281"
475,"3152NIG",49040,2011-09-23,2011,1,"Battle-No change of territory","Unidentified Armed Group (Nigeria)","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Rivers","Port Harcourt","","Port Harcourt",4.78917,6.99861,1,"Agence France Presse","Military police arrest a man trying to enter a military barrack with ""harmful"" materials. ",0,9,23,"A-282"
475,"3153NIG",49041,2011-09-30,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","Civilians (International)",7,37,"Nigeria","Akwa Ibom","Uyo","","Ikwa Ibom",5,7.83333,2,"Agence France Presse","Gunmen stormed an offshore Exxon oil derrick, taking one employee hostage and injuring another. ",0,9,30,"A-283"
475,"3155NIG",49043,2011-10-01,2011,1,"Remote violence","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Boko Haram attackers used explosives and gunfire to target an army patrol near a wedding in violence-torn northeastern Nigeria, killing at least three civilians. It should be noted this event occurred on Nigeria's Independence Day. ",3,10,1,"A-284"
475,"3154NIG",49042,2011-10-01,2011,1,"Battle-No change of territory","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Boko Haram attackers used explosives and gunfire to target an army patrol near a wedding in violence-torn northeastern Nigeria, killing at least three civilians. It should be noted this event occurred on Nigeria's Independence Day. ",0,10,1,"A-285"
475,"3156NIG",49044,2011-10-05,2011,1,"Battle-No change of territory","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Mafa","","Maka",11.92543,13.60269,1,"Agence France Presse","Security forces shot and killed two members of Boko Haram after they fire opened fire on them. ",2,10,5,"A-286"
475,"3157NIG",49045,2011-10-06,2011,1,"Protests","Rioters (Nigeria)","NLC: Nigeria Labour Congress",5,"","",0,50,"Nigeria","Federal Capital Territory","Abuja Municipality","","Abuja",9.05735,7.48976,1,"Agence France Presse","Members of the NLC protest the termination of 3,000 employees of the India-owned Airtel Telephone company by raid the company's headquarters and cutting off up to 5 million subscribers. ",0,10,6,"A-287"
475,"3158NIG",49046,2011-10-08,2011,2,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (International)","",7,37,"Nigeria","Lagos","LagosIsland","","Lagos",6.45306,3.39583,2,"Platts Commodity News","Suspected sea pirates hijaked a chemical tanker off Lagos in the Gulf of Guinea, and sailed it to an unknown location. The crew was freed several days later. ",0,10,8,"A-288"
475,"3159NIG",49047,2011-10-09,2011,1,"Remote violence","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","A Boko Haram roadside bomb detonates, targeting a military patrol. No reported injury or death. ",0,10,9,"A-289"
475,"3160NIG",49048,2011-10-10,2011,1,"Battle-No change of territory","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"The Press Trust of India Limited","Members of Boko Haram ambushed a military patrol and killed tow soldiers. ",2,10,10,"A-290"
475,"3162NIG",49050,2011-10-14,2011,1,"Violence against civilians","Civilians (Nigeria)","Muslim Group (Nigeria)",7,"Police Forces of Nigeria (2007-2010)","",1,17,"Nigeria","Nassarawa","Lafia","","Lafia",8.4833,8.5167,1,"All Africa","Police clash with a group of Muslim worshippers when they drive a van through an area where Friday prayers were taking place. No report of casualties. ",0,10,14,"A-291"
475,"3161NIG",49049,2011-10-14,2011,1,"Protests","Protesters (Nigeria)","",6,"","",0,60,"Nigeria","Nassarawa","Lafia","","Lafia",8.4833,8.5167,1,"All Africa","A group of Muslim worshipers protest a police disruption during Friday prayers, parade toward the local police station. ",0,10,14,"A-292"
475,"3163NIG",49051,2011-10-15,2011,1,"Battle-No change of territory","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Suspected members of Boko Haram shoot and kill a police officer. ",1,10,15,"A-293"
475,"3164NIG",49052,2011-10-16,2011,1,"Remote violence","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Gombe","Kwami","","Kwami",10.5,11.25,1,"Reuters","An early morning bomb blast at a police station kills four officers. Boko Haram is suspected. ",4,10,16,"A-294"
475,"3165NIG",49053,2011-10-17,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (International)","",7,37,"Nigeria","Akwa Ibom","Uyo","","Ikwa Ibom",5,7.83333,2,"Agence France Presse","Suspected sea pirates raid an Exxon oil platform and take an employee hostage, freeing him in the following days. ",0,10,17,"A-295"
475,"3166NIG",49054,2011-10-22,2011,1,"Violence against civilians","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Members of Boko Haram attack and kill a newspaper reporter, claiming full responsibility in the following days. ",1,10,22,"A-296"
475,"3169NIG",49057,2011-10-23,2011,1,"Violence against civilians","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Niger","Lapai","","Saminaka",9.1,6.75,1,"Agence France Presse","Boko Haram attackers attack a police station and a bank, killing both a police officer and a customer. ",1,10,23,"A-297"
475,"3167NIG",49055,2011-10-23,2011,1,"Battle-No change of territory","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Boko Haram attacks a military patrol, damages their vehicle. ",0,10,23,"A-298"
475,"3168NIG",49056,2011-10-23,2011,1,"Battle-No change of territory","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Niger","Lapai","","Saminaka",9.1,6.75,1,"Agence France Presse","Boko Haram attackers attack a police station and a bank, killing both a police officer and a customer. ",1,10,23,"A-299"
475,"3170NIG",49058,2011-10-29,2011,2,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (International)","",7,37,"Nigeria","Delta","Ndokwa East","","Niger Delta",5.32611,6.47083,2,"Reuters","A Greek oil transport was hijacked by suspected sea pirates miles off the coast of the Delta region. More than 20 crew members were on board. ",0,10,29,"A-300"
475,"3172NIG",49060,2011-10-30,2011,1,"Remote violence","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","A loud explosion detonates, causes no injuries or death. Boko Haram is suspected. ",0,10,30,"A-301"
475,"3171NIG",49059,2011-10-30,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","Government of Nigeria (2010-)",7,37,"Nigeria","Benue","Gboko","","Gboko",7.3179,8.9951,1,"Vanguard (Nigeria)","Unidentified gunmen shot and killed the brother of the Chairman of The Benue State Board of Internal Revenue Service in his home early in the morning hours. Six were later arrest in connection to the assassination. ",1,10,30,"A-302"
475,"3173NIG",49061,2011-11-03,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","Christian Group (Nigeria)",7,37,"Nigeria","Kaduna","Zangonka","","Tabak",9.81575,8.23959,1,"Agence France Presse","On the evening of November 3, 2011, gunmen opened fire on worshipers in a Catholic church in the village of Tabak, killing two women and injuring 12 others.",2,11,3,"A-303"
475,"3175NIG",49063,2011-11-04,2011,1,"Violence against civilians","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Africa Research Bulletin","Three suspected Boko Haram suicide bombers detonated outside a military headquarters killing one soldier and six civilians. ",6,11,4,"A-304"
475,"3176NIG",49064,2011-11-04,2011,1,"Remote violence","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Yobe","Damaturu","","Damaturu",11.747,11.9608,1,"Xinhua News Agency","A police headquarters in the Jerusalem neighborhood, a predominantly Christian area, is attacked by suspected members of Boko Haram. 63 killed in a series of explosions, but it is unclear if the dead are police or civilians. ",32,11,4,"A-305"
475,"3177NIG",49065,2011-11-04,2011,1,"Remote violence","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Yobe","Damaturu","","Damaturu",11.747,11.9608,1,"The Irish Examiner","A car bomb is detonated in Damaturu. Witness claim ""bodies were seen at the site"", though no numbers are given. 63 were confirmed dead in all total attacks in Damaturu by the Red Cross, others have the numbers as high as 150. ",63,11,4,"A-306"
475,"3174NIG",49062,2011-11-04,2011,1,"Battle-No change of territory","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Three suspected Boko Haram suicide bombers detonated outside a military headquarters killing one soldier and six civilians. ",4,11,4,"A-307"
475,"3178NIG",49066,2011-11-05,2011,1,"Battle-No change of territory","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Boko Haram suicide bombers attack military base. No reported injuries. ",0,11,5,"A-308"
475,"3180NIG",49068,2011-11-06,2011,1,"Battle-No change of territory","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Yobe","Damaturu","","Damaturu",11.747,11.9608,1,"Africa Research Bulletin","A police headquarters in the Jerusalem neighborhood, a predominantly Christian area, is attacked by suspected members of Boko Haram. It is unclear if the dead are police or civilians. ",31,11,6,"A-309"
475,"3179NIG",49067,2011-11-06,2011,1,"Protests","Protesters (Nigeria)","Christian Group (Nigeria)",6,"","",0,60,"Nigeria","Kaduna","ZangonKa","","Zonkwa",9.78333,8.28333,1,"Africa Research Bulletin","Christian youths protest a recent attack during a worship service. ",0,11,6,"A-310"
475,"3181NIG",49069,2011-11-08,2011,1,"Battle-No change of territory","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Yobe","Damaturu","","Damaturu",11.747,11.9608,1,"Reuters","Police arrest suspected members of Boko Haram who were responsible for the recent deadly attacks on Domaturu that killed at least 63. ",0,11,8,"A-311"
475,"3183NIG",49071,2011-11-09,2011,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)","",4,"Civilians (Nigeria)","",7,47,"Nigeria","Kaduna","ZangonKa","","Kafachan",9.58333,8.3,1,"Agence France Presse","A local tribal chief and his wife a killed by unknown persons during the overnight hours. It was later revealed eight were killed in the Fulani attack, with dozens of houses burned. The attack my be retalitation for the 18-19 April 2011 violence. ",8,11,9,"A-312"
475,"3182NIG",49070,2011-11-09,2011,1,"Non-violent activity by a conflict actor","National Youth Council of Nigeria","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Federal Capital Territory","Abuja Municipality","","Abuja",9.05735,7.48976,1,"Agence France Presse","Nigeria's secret police detained a youth leader for attempting to organize a protest against fuel subsidies by the government. ",0,11,9,"A-313"
475,"3184NIG",49072,2011-11-11,2011,1,"Remote violence","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Bauchi","Bauchi","","Bauchi",10.31583,9.84417,1,"Agence France Presse","A roadside bomb is detonated injuring three. Boko Haram is suspected. ",0,11,11,"A-314"
475,"3186NIG",49074,2011-11-14,2011,1,"Remote violence","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"The Canadian Press","Two bombs are detonated late into the night. No injuries reported. Boko Haram is suspected. ",0,11,14,"A-315"
475,"3187NIG",49075,2011-11-14,2011,1,"Violence against civilians","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"BBC Monitoring Africa","Members of Boko Haram shoot and kill a student who they believed was working as a hired informant for police. ",1,11,14,"A-316"
475,"3185NIG",49073,2011-11-14,2011,1,"Remote violence","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","Bombers target a police vehicle leading a motorcade of provincial governor. Boko Haram suspected. ",0,11,14,"A-317"
475,"3188NIG",49076,2011-11-14,2011,1,"Protests","Rioters (Nigeria)","National Union of Electricity Employees",5,"","",0,50,"Nigeria","Federal Capital Territory","Abuja Municipality","","Abuja",9.05735,7.48976,1,"Agence France Presse","Employees of a state run power supply company strike over wages, military forces are sent to break the lines, but are met with protests of their presence. ",0,11,14,"A-318"
475,"3189NIG",49077,2011-11-15,2011,1,"Remote violence","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"The Canadian Press","A bomb is detonated during the afternoon. Boko Haram is suspected. No injuries reported. ",0,11,15,"A-319"
475,"3190NIG",49078,2011-11-17,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (International)","",7,37,"Nigeria","Delta","Ndokwa East","","Niger Delta",5.32611,6.47083,2,"Associated Press","Pirates attack a Chevron tanker and take three hostages off the coast of Nigeria. The three are reported released in early December.",0,11,17,"A-320"
475,"3191NIG",49079,2011-11-20,2011,1,"Violence against civilians","Fulani Ethnic Militia (Nigeria)","",4,"Civilians (Nigeria)","",7,47,"Nigeria","Plateau","Langtang North","","Plateau",9.16667,9.75,2,"Agence France Presse","Three people were brutally killed when they were attacked by a suspected Fulani militia group. ",3,11,20,"A-321"
475,"3192NIG",49080,2011-11-24,2011,1,"Battle-No change of territory","Muslim Youth Sect (Nigeria)","",4,"Christian Militia (Nigeria)","",4,44,"Nigeria","Plateau","Barkin Ladi","","Barkin Ladi",9.53333,8.9,1,"Agence France Presse","Christian/Muslim clashes among youths kill 12. Many houses were burned and a church destroyed. ",12,11,24,"A-322"
475,"3194NIG",49082,2011-11-27,2011,1,"Remote violence","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Yobe","Geidam","","Geidam",12.8967,11.9214,1,"Platts Commodity News","Gunmen suspected to be members of the Islamist sect Boko Haram bombed a police station, a bank and a beer parlor in northeastern Yobe state. Six churches, a shopping complex owned by a Christian and 11 cars parked near the bank were also destroyed by the assailants. Three police shot. ",3,11,27,"A-323"
475,"3193NIG",49081,2011-11-27,2011,1,"Battle-No change of territory","Unidentified Armed Group (Nigeria)","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Rivers","Port Harcourt","","Port Harcourt",4.78917,6.99861,1,"All Africa","Soldiers kill one suspected kidnapper during a shootout, arrest three of his compatriots. ",1,11,27,"A-324"
475,"3195NIG",49083,2011-11-28,2011,1,"Violence against civilians","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Rivers","Ahoada East","","Ahoada",5.08333,6.65,1,"All Africa","A lawmaker's mother is kidnapped from her home. The kidnappers demand N20 million for her freedom. ",0,11,28,"A-325"
475,"3196NIG",49084,2011-12-01,2011,1,"Battle-No change of territory","Fulani Ethnic Militia (Nigeria)","",4,"Tiv Ethnic Militia (Nigeria)","",4,44,"Nigeria","Benue","Gboko","","Benue State",7.33333,8.75,2,"Agence France Presse","Fighting between Tivs and the Fulainis result in five deaths in Benue State",5,12,1,"A-326"
475,"3197NIG",49085,2011-12-01,2011,1,"Battle-No change of territory","Fulani Ethnic Militia (Nigeria)","",4,"Tiv Ethnic Militia (Nigeria)","",4,44,"Nigeria","Nassarawa","Nasarawa","","Nasarawa",8.52944,7.72417,2,"Agence France Presse","Fighting between Tivs and the Fulainis result in one deaths in Nassarawa State. ",1,12,1,"A-327"
475,"3198NIG",49086,2011-12-02,2011,1,"Violence against civilians","Boko Haram","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"BBC Monitoring Africa","Suspected Boko Haram gunmen killed two people at a wedding ceremony, including a local government official. ",2,12,2,"A-328"
475,"3199NIG",49087,2011-12-04,2011,1,"Remote violence","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","Military Forces of Nigeria (2007-2010)",1,13,"Nigeria","Bauchi","Katagum","","Azare",11.6765,10.1948,1,"Agence France Presse","Suspected Islamists bombed police buildings, two banks and killed six people, injuring three others, in the volatile northern Bauchi State. Boko Haram is suspected in the attack that lasted five hours. ",6,12,4,"A-329"
475,"3200NIG",49088,2011-12-08,2011,1,"Protests","Protesters (Nigeria)","",6,"","",0,60,"Nigeria","Federal Capital Territory","Abuja Municipality","","Abuja",9.05735,7.48976,1,"Agence France Presse","Hundreds of youths bussed from the southern oil region blocked an arterial highway leading to the capital Abuja to protest what they said were unkept government promises to former oil militants. A road was barricaded to prevent police from entering an area of the city.",0,12,8,"A-330"
475,"3201NIG",49089,2011-12-10,2011,1,"Remote violence","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","Muslim Group (Nigeria)",7,37,"Nigeria","Delta","Ethiope West","","Sapele",5.91667,5.7,1,"Agence France Presse","An explosion damages a mosque in the oil producing region, however there were no deaths or injuries reported. ",0,12,10,"A-331"
475,"3202NIG",49090,2011-12-10,2011,1,"Remote violence","Unidentified Armed Group (Nigeria)","",3,"Civilians (Nigeria)","",7,37,"Nigeria","Plateau","Jos North","","Jos",9.91667,8.9,1,"Agence France Presse","Two bombs were detonated in a crowded bar in an area of the city that is rife with ethnic and religious clashes. At least one death reported. ",1,12,10,"A-332"
475,"3204NIG",49092,2011-12-13,2011,1,"Remote violence","Boko Haram","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","A Boko Haram blast killed at least 10 and injured 30 more. Residents accused soldiers of shooting indiscriminately and burning homes after it was realized the blast was targeted at troops. One of the bombers was killed before he was able to detonate his device. It is unclear the ratio of civilian to military deaths. ",10,12,13,"A-333"
475,"3203NIG",49091,2011-12-13,2011,1,"Remote violence","Military Forces of Nigeria (2007-2010)","",1,"Civilians (Nigeria)","",7,17,"Nigeria","Borno","Maiduguri","","Maiduguri",11.845,13.16,1,"Agence France Presse","After a Boko Haram blast targets troops the troops react by burning homes and firing weapons indiscriminately.",0,12,13,"A-334"
475,"3205NIG",49093,2011-12-16,2011,1,"Remote violence","Unidentified Armed Group (Nigeria)","",3,"Military Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Kano","Rano","","Kano State",11.5,8.5,2,"All Africa","Gunmen have attacked a military-run secondary school in northern, reporting two officers wounded, though a doctor said four Air Force Officers were killed. It is unclear if the students were cadets or civilians. The school was outside Kano City.",4,12,16,"A-335"
475,"3206NIG",49094,2011-12-17,2011,1,"Battle-No change of territory","Boko Haram","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Kano","Nassaraw","","Kano City",12.00012,8.5288,1,"Reuters","Police forces arrest 14 suspected members of Boko Haram following a shootout. ",0,12,17,"A-336"
475,"3207NIG",49095,2011-12-17,2011,1,"Protests","Rioters (Nigeria)","",5,"Police Forces of Nigeria (2007-2010)","",1,15,"Nigeria","Lagos","LagosIsland","","Lagos",6.45306,3.39583,1,"Agence France Presse","Nigerian police fired teargas at dozens of people protesting the introduction of road toll fees in the economic capital Lagos, witnesses reported, and one said he was beaten.",0,12,17,"A-337"
475,"3208NIG",49096,2011-12-19,2011,1,"Non-violent activity by a conflict actor","Unidentified Armed Group (Nigeria)","",3,"Police Forces of Nigeria (2007-2010)","",1,13,"Nigeria","Kaduna","Birnin-G","","Mando",10.71667,6.56667,1,"BBC Monitoring Africa","Three bomb suspects were arrested after they bomb they planted in an apartment complex exploded prematurely, injuring the group. ",0,12,19,"A-338"
